38 12
31 37
49 0
2 29
10 35
35 16
36 24
2 2
26 27
32 15
47 7
43 39
24 36
5 5
38 0
46 13
17 10
43 49
20 4
28 20
30 25
40 49
37 12
1 18
18 18
25 3
6 44
32 0
4 33
33 47
44 26
24 20
19 10
21 26
20 34
32 1
13 44
22 10
22 33
19 34
28 48
15 46
3 39
31 1
41 32
32 9
15 12
24 14
46 24
39 39
29 28
35 16
37 4
5 48
0 43
37 10
34 32
8 45
42 27
15 16
34 31
26 39
45 2
23 43
16 39
10 12
31 20
21 38
19 32
42 33
5 6
3 41
37 49
6 21
34 30
36 45
24 46
37 10
1 14
29 41
13 25
8 1
3 28
40 25
45 26
22 27
43 5
41 14
0 36
29 7
46 12
28 38
35 15
41 26
32 20
42 4
30 8
5 4
37 15
23 7
44 20
21 6
28 8
26 34
15 29
14 46
4 23
34 28
45 15
46 16
37 12
14 19
47 40
34 26
12 38
29 7
34 15
48 36
39 36
36 24
27 21
24 14
29 6
38 25
11 27
33 2
26 2
13 24
7 37
37 18
20 48
31 13
30 8
3 47
29 42
17 7
5 20
41 33
12 0
26 1
45 11
21 3
48 1
39 26
6 31
1 10
43 6
36 40
8 8
49 4
28 0
2 2
38 28
31 26
43 16
27 10
31 35
12 1
46 44
1 11
10 48
24 3
12 13
20 4
17 39
6 15
45 35
19 33
26 6
10 39
30 45
40 49
15 0
34 42
7 18
39 29
38 23
21 27
48 43
20 45
41 35
30 12
0 20
28 41
19 13
21 20
13 35
38 42
19 41
17 42
27 46
4 8
18 5
22 44
41 23
44 3
12 34
14 49
31 37
21 22
45 29
11 0
0 22
3 10
41 44
24 22
30 35
44 22
46 17
48 29
17 26
31 19
41 16
38 14
37 11
12 4
34 27
10 36
28 34
26 25
14 16
37 37
